"log_id","log_date","log_time","year","month","machine_id","machine_name","machine_model","machine_type","manufacturer","factory_id","factory_name","assembly_line_id","assembly_line_name","temperature","humidity","pressure","vibration","rpm","power","status","health_score","maintenance_alert","efficiency","uptime","downtime","idletime","production_count","errorcode","error_code","last_maintenance_date","next_maintenance_date"
"LOG00000706","2024-11-22","01:33:22",2024,5,"MACH00007","Machine 7","MODEL-3372","Conveyor","Fanuc","FAC03","Factory 3","LINE017","Assembly Line 17","67.6","70.6","3.24","12.66",8358,"19.95","Idle","85.88","No","77.79",3,1,20,7460,"E005","Error condition E005","2024-10-08","2024-11-10"
"LOG00000707","2024-08-26","16:01:30",2024,1,"MACH00008","Machine 8","MODEL-9442","Robot Arm","KUKA","FAC04","Factory 4","LINE018","Assembly Line 18","58.3","68.6","8.62","25.99",8334,"20.84","Maintenance","80.64","No","84.25",11,11,22,3245,"None","No errors","2024-02-06","2024-11-16"
"LOG00000708","2024-08-10","18:33:30",2024,11,"MACH00009","Machine 9","MODEL-7392","Welder","Bosch","FAC05","Factory 5","LINE019","Assembly Line 19","79.6","60.5","1.61","40.23",2154,"14.99","Error","96.83","No","63.27",14,7,1,7788,"E001","Error condition E001","2024-04-03","2024-09-24"
"LOG00000709","2024-02-22","12:52:20",2024,2,"MACH00010","Machine 10","MODEL-2192","Drill","Mitsubishi","FAC06","Factory 6","LINE020","Assembly Line 20","77.2","43.5","9.9","5.35",2036,"44.26","Stopped","73.36","No","81.32",23,9,16,5712,"E002","Error condition E002","2024-11-06","2024-03-16"
"LOG00000710","2024-03-18","22:19:08",2024,12,"MACH00011","Machine 11","MODEL-7319","Lathe","Yaskawa","FAC07","Factory 7","LINE021","Assembly Line 21","51.5","67.8","0.76","14.07",9278,"14.82","Running","52.06","Yes","76.44",10,2,5,8303,"E003","Error condition E003","2024-02-24","2024-02-03"
"LOG00000711","2024-01-01","04:36:40",2024,10,"MACH00012","Machine 12","MODEL-8129","Compressor","Omron","FAC08","Factory 8","LINE022","Assembly Line 22","65.7","77.5","7.09","48.75",7091,"10.88","Idle","62.67","Yes","93.16",8,21,0,1893,"E004","Error condition E004","2024-07-08","2024-03-25"
"LOG00000712","2024-06-02","13:19:09",2024,12,"MACH00013","Machine 13","MODEL-5649","CNC Machine","Siemens","FAC01","Factory 1","LINE023","Assembly Line 23","23.3","53.2","9.69","49.04",1727,"1.15","Maintenance","94.54","No","79.75",5,19,17,184,"E005","Error condition E005","2024-05-21","2024-03-09"
"LOG00000713","2024-02-12","16:21:57",2024,12,"MACH00014","Machine 14","MODEL-6205","Hydraulic Press","ABB","FAC02","Factory 2","LINE024","Assembly Line 24","77.7","47.1","8.92","39.54",4251,"1.53","Error","80.85","No","66.16",21,22,20,8193,"None","No errors","2024-03-10","2024-01-28"
"LOG00000714","2024-11-02","09:36:38",2024,8,"MACH00015","Machine 15","MODEL-7651","Conveyor","Fanuc","FAC03","Factory 3","LINE025","Assembly Line 25","49.9","39.4","1.57","49.76",6080,"22.09","Stopped","56.24","Yes","87.44",21,23,14,739,"E001","Error condition E001","2024-11-04","2024-12-25"
"LOG00000715","2024-12-17","00:51:25",2024,2,"MACH00016","Machine 16","MODEL-7004","Robot Arm","KUKA","FAC04","Factory 4","LINE026","Assembly Line 26","43","71.4","1.45","10.33",1879,"48.09","Running","70.82","No","71.02",24,6,18,5165,"E002","Error condition E002","2024-01-25","2024-11-03"
"LOG00000716","2024-08-05","17:39:41",2024,5,"MACH00017","Machine 17","MODEL-6771","Welder","Bosch","FAC05","Factory 5","LINE027","Assembly Line 27","72.6","44.4","1.12","18.01",3681,"10.82","Idle","57.08","Yes","63.06",19,20,7,1132,"E003","Error condition E003","2024-08-02","2024-01-08"
"LOG00000717","2024-04-24","19:09:15",2024,6,"MACH00018","Machine 18","MODEL-9870","Drill","Mitsubishi","FAC06","Factory 6","LINE028","Assembly Line 28","28.9","74.5","9.42","43.68",2155,"26.04","Maintenance","76.89","No","99.78",21,10,17,968,"E004","Error condition E004","2024-10-26","2024-01-09"
"LOG00000718","2024-03-04","22:56:27",2024,8,"MACH00019","Machine 19","MODEL-4994","Lathe","Yaskawa","FAC07","Factory 7","LINE029","Assembly Line 29","63.5","76.3","6.35","22.7",1157,"1.56","Error","60.46","Yes","95.33",23,14,5,5490,"E005","Error condition E005","2024-12-19","2024-06-21"
"LOG00000719","2024-10-12","12:02:21",2024,12,"MACH00020","Machine 20","MODEL-5476","Compressor","Omron","FAC08","Factory 8","LINE030","Assembly Line 30","77.9","60.3","8.53","14.69",2214,"23.66","Stopped","86.48","No","88.57",20,24,16,2324,"None","No errors","2024-09-21","2024-01-19"
"LOG00000720","2024-08-22","22:05:48",2024,2,"MACH00021","Machine 21","MODEL-9763","CNC Machine","Siemens","FAC01","Factory 1","LINE001","Assembly Line 1","26.4","30.4","7.64","22.72",9419,"17.67","Running","75","No","78",18,1,16,7393,"E001","Error condition E001","2024-01-03","2024-06-15"
"LOG00000721","2024-06-16","10:15:32",2024,9,"MACH00022","Machine 22","MODEL-8138","Hydraulic Press","ABB","FAC02","Factory 2","LINE002","Assembly Line 2","35.3","68.9","5.61","16.23",4357,"31.64","Idle","91.94","No","97.96",22,21,24,6339,"E002","Error condition E002","2024-03-09","2024-05-22"
"LOG00000722","2024-10-17","10:06:12",2024,11,"MACH00023","Machine 23","MODEL-5827","Conveyor","Fanuc","FAC03","Factory 3","LINE003","Assembly Line 3","45.6","35","3.55","38.46",6637,"6.79","Maintenance","99.79","No","61.24",13,13,11,4213,"E003","Error condition E003","2024-06-23","2024-06-13"
"LOG00000723","2024-06-21","17:18:32",2024,10,"MACH00024","Machine 24","MODEL-4907","Robot Arm","KUKA","FAC04","Factory 4","LINE004","Assembly Line 4","77.5","68.9","1.95","29.09",2272,"45.56","Error","93.92","No","78.28",14,5,21,101,"E004","Error condition E004","2024-02-27","2024-08-10"
"LOG00000724","2024-12-07","15:54:42",2024,1,"MACH00025","Machine 25","MODEL-9609","Welder","Bosch","FAC05","Factory 5","LINE005","Assembly Line 5","31.3","53.2","9.47","11.84",1588,"16.09","Stopped","88.33","No","84.66",14,16,24,5579,"E005","Error condition E005","2024-11-09","2024-07-11"
"LOG00000725","2024-03-05","08:13:56",2024,8,"MACH00026","Machine 26","MODEL-6888","Drill","Mitsubishi","FAC06","Factory 6","LINE006","Assembly Line 6","62.2","49.8","7.27","26.45",9066,"4.46","Running","50.1","Yes","99.12",24,15,9,2639,"None","No errors","2024-06-07","2024-11-06"
"LOG00000726","2024-09-14","21:05:45",2024,3,"MACH00027","Machine 27","MODEL-7646","Lathe","Yaskawa","FAC07","Factory 7","LINE007","Assembly Line 7","53.5","53.3","6.56","26.61",5937,"35.98","Idle","81.11","No","69.87",22,14,13,4669,"E001","Error condition E001","2024-04-06","2024-07-16"
"LOG00000727","2024-11-10","19:04:27",2024,8,"MACH00028","Machine 28","MODEL-2065","Compressor","Omron","FAC08","Factory 8","LINE008","Assembly Line 8","70.7","40.5","2.96","40.39",2951,"28.19","Maintenance","55.46","Yes","89.46",23,19,1,5185,"E002","Error condition E002","2024-05-25","2024-06-15"
"LOG00000728","2024-06-04","13:28:25",2024,12,"MACH00029","Machine 29","MODEL-8083","CNC Machine","Siemens","FAC01","Factory 1","LINE009","Assembly Line 9","54","75.3","8.65","27.06",9379,"43.18","Error","94.65","No","93.54",15,18,22,2498,"E003","Error condition E003","2024-02-05","2024-01-13"
"LOG00000729","2024-03-12","23:47:03",2024,6,"MACH00030","Machine 30","MODEL-5890","Hydraulic Press","ABB","FAC02","Factory 2","LINE010","Assembly Line 10","28.7","71.7","6.96","18.4",1262,"39.77","Stopped","68.93","Yes","75.33",18,16,10,8304,"E004","Error condition E004","2024-06-14","2024-11-03"
"LOG00000730","2024-01-22","16:29:55",2024,5,"MACH00031","Machine 31","MODEL-4813","Conveyor","Fanuc","FAC03","Factory 3","LINE011","Assembly Line 11","65.7","66.7","5.67","47.21",5133,"17.6","Running","71.49","No","92.2",12,15,7,2918,"E005","Error condition E005","2024-07-22","2024-05-04"
"LOG00000731","2024-01-08","06:09:24",2024,11,"MACH00032","Machine 32","MODEL-5369","Robot Arm","KUKA","FAC04","Factory 4","LINE012","Assembly Line 12","38","32.8","7.2","23.01",8836,"34.06","Idle","64","Yes","90.64",14,8,12,4434,"None","No errors","2024-11-24","2024-09-25"
"LOG00000732","2024-01-12","20:56:59",2024,10,"MACH00033","Machine 33","MODEL-4103","Welder","Bosch","FAC05","Factory 5","LINE013","Assembly Line 13","43","56.2","3.44","46.52",1878,"17.62","Maintenance","59.57","Yes","61.3",15,12,6,1675,"E001","Error condition E001","2024-12-07","2024-03-28"
"LOG00000733","2024-07-13","17:12:05",2024,9,"MACH00034","Machine 34","MODEL-9679","Drill","Mitsubishi","FAC06","Factory 6","LINE014","Assembly Line 14","75.8","75.5","6.53","31.52",2134,"29.81","Error","54.5","Yes","94.97",12,4,19,3879,"E002","Error condition E002","2024-02-05","2024-05-17"
"LOG00000734","2024-01-19","17:07:30",2024,8,"MACH00035","Machine 35","MODEL-4535","Lathe","Yaskawa","FAC07","Factory 7","LINE015","Assembly Line 15","64","44.4","8.31","38.85",3469,"29.49","Stopped","52.08","Yes","97.36",6,11,1,5498,"E003","Error condition E003","2024-06-08","2024-06-23"
"LOG00000735","2024-02-06","18:56:36",2024,10,"MACH00036","Machine 36","MODEL-3131","Compressor","Omron","FAC08","Factory 8","LINE016","Assembly Line 16","69.7","73.1","0.66","41.54",1478,"37.45","Running","99.45","No","88.71",3,22,22,9294,"E004","Error condition E004","2024-06-13","2024-03-19"
"LOG00000736","2024-06-23","20:11:47",2024,1,"MACH00037","Machine 37","MODEL-5563","CNC Machine","Siemens","FAC01","Factory 1","LINE017","Assembly Line 17","40.4","54.1","7.8","25.17",5065,"46.65","Idle","79.96","No","97.46",2,3,8,1350,"E005","Error condition E005","2024-10-10","2024-01-09"
"LOG00000737","2024-08-15","07:13:21",2024,9,"MACH00038","Machine 38","MODEL-8268","Hydraulic Press","ABB","FAC02","Factory 2","LINE018","Assembly Line 18","32.3","40.3","9.3","29.53",7894,"37.19","Maintenance","74.68","No","67.53",17,2,12,8477,"None","No errors","2024-01-14","2024-03-17"
"LOG00000738","2024-04-28","19:07:15",2024,8,"MACH00039","Machine 39","MODEL-4192","Conveyor","Fanuc","FAC03","Factory 3","LINE019","Assembly Line 19","26.6","57.7","7.61","47.24",3354,"45.35","Error","54.1","Yes","84.79",6,24,13,9216,"E001","Error condition E001","2024-04-25","2024-09-26"
"LOG00000739","2024-11-21","20:48:46",2024,1,"MACH00040","Machine 40","MODEL-6083","Robot Arm","KUKA","FAC04","Factory 4","LINE020","Assembly Line 20","23.6","63.2","7.94","17.75",2741,"42.78","Stopped","88.13","No","64.37",14,5,13,7499,"E002","Error condition E002","2024-03-15","2024-01-20"
"LOG00000740","2024-05-28","02:04:11",2024,1,"MACH00041","Machine 41","MODEL-8187","Welder","Bosch","FAC05","Factory 5","LINE021","Assembly Line 21","25.9","54.4","7.07","2.87",6236,"21.6","Running","83.49","No","75.22",19,9,0,6508,"E003","Error condition E003","2024-12-20","2024-10-09"
"LOG00000741","2024-10-06","20:14:39",2024,6,"MACH00042","Machine 42","MODEL-1469","Drill","Mitsubishi","FAC06","Factory 6","LINE022","Assembly Line 22","25.3","64.8","9.19","15.56",6312,"43.78","Idle","58.16","Yes","79.7",0,6,15,1208,"E004","Error condition E004","2024-11-22","2024-01-26"
"LOG00000742","2024-07-25","09:31:56",2024,3,"MACH00043","Machine 43","MODEL-4858","Lathe","Yaskawa","FAC07","Factory 7","LINE023","Assembly Line 23","22","35.1","1.32","12.54",6478,"43.78","Maintenance","68.19","Yes","77.92",16,8,13,1060,"E005","Error condition E005","2024-09-20","2024-12-22"
"LOG00000743","2024-09-27","18:05:11",2024,12,"MACH00044","Machine 44","MODEL-3381","Compressor","Omron","FAC08","Factory 8","LINE024","Assembly Line 24","31.1","67.9","7.95","36.55",9705,"23.29","Error","70.29","No","83.88",23,5,23,9121,"None","No errors","2024-12-07","2024-12-03"
"LOG00000744","2024-02-19","05:13:45",2024,11,"MACH00045","Machine 45","MODEL-8902","CNC Machine","Siemens","FAC01","Factory 1","LINE025","Assembly Line 25","76.5","45.1","4.99","49.63",5802,"7.3","Stopped","54.27","Yes","63.63",3,5,18,3208,"E001","Error condition E001","2024-03-07","2024-08-25"
"LOG00000745","2024-10-14","16:55:04",2024,9,"MACH00046","Machine 46","MODEL-7768","Hydraulic Press","ABB","FAC02","Factory 2","LINE026","Assembly Line 26","64.6","39.1","7.37","3.3",7301,"29.86","Running","56.2","Yes","80.03",22,11,21,1370,"E002","Error condition E002","2024-02-07","2024-09-09"
"LOG00000746","2024-07-25","21:55:34",2024,8,"MACH00047","Machine 47","MODEL-9546","Conveyor","Fanuc","FAC03","Factory 3","LINE027","Assembly Line 27","57.6","72.6","1.68","4.36",8935,"31.36","Idle","89.76","No","67.9",7,23,24,6472,"E003","Error condition E003","2024-10-15","2024-01-26"
"LOG00000747","2024-07-11","01:31:36",2024,5,"MACH00048","Machine 48","MODEL-1415","Robot Arm","KUKA","FAC04","Factory 4","LINE028","Assembly Line 28","56.4","75.2","6.82","29.66",8254,"44.93","Maintenance","72.41","No","89.38",23,10,10,9458,"E004","Error condition E004","2024-07-17","2024-02-05"
"LOG00000748","2024-01-25","09:18:48",2024,10,"MACH00049","Machine 49","MODEL-1893","Welder","Bosch","FAC05","Factory 5","LINE029","Assembly Line 29","60.6","38.4","7.53","36.86",5188,"46.83","Error","98.12","No","70.38",17,14,2,6873,"E005","Error condition E005","2024-09-11","2024-06-21"
"LOG00000749","2024-05-11","09:32:26",2024,9,"MACH00050","Machine 50","MODEL-1971","Drill","Mitsubishi","FAC06","Factory 6","LINE030","Assembly Line 30","74.1","39.6","6.14","13.21",2087,"22.29","Stopped","63.7","Yes","76.1",14,13,10,5758,"None","No errors","2024-01-15","2024-01-17"
"LOG00000750","2024-12-28","01:51:37",2024,5,"MACH00051","Machine 51","MODEL-9309","Lathe","Yaskawa","FAC07","Factory 7","LINE001","Assembly Line 1","79.9","70.7","2.2","31.83",5022,"32.5","Running","83.84","No","76.63",11,22,4,3656,"E001","Error condition E001","2024-06-08","2024-02-21"
"LOG00000751","2024-02-10","03:35:05",2024,4,"MACH00052","Machine 52","MODEL-7862","Compressor","Omron","FAC08","Factory 8","LINE002","Assembly Line 2","35.8","41.7","5.29","17.04",827,"31.59","Idle","64.18","Yes","69.78",2,11,23,1194,"E002","Error condition E002","2024-08-23","2024-07-12"
"LOG00000752","2024-03-05","01:06:13",2024,12,"MACH00053","Machine 53","MODEL-4344","CNC Machine","Siemens","FAC01","Factory 1","LINE003","Assembly Line 3","32.3","30.2","1.36","20.75",1750,"32.91","Maintenance","54.75","Yes","79.42",2,22,14,7878,"E003","Error condition E003","2024-02-07","2024-04-22"
"LOG00000753","2024-03-04","10:43:40",2024,9,"MACH00054","Machine 54","MODEL-6303","Hydraulic Press","ABB","FAC02","Factory 2","LINE004","Assembly Line 4","77.7","50.1","5.01","36.62",1036,"12.4","Error","91.35","No","99.74",10,0,12,5892,"E004","Error condition E004","2024-10-18","2024-02-04"
"LOG00000754","2024-05-19","01:48:20",2024,8,"MACH00055","Machine 55","MODEL-3038","Conveyor","Fanuc","FAC03","Factory 3","LINE005","Assembly Line 5","59.8","75","8.74","46.83",2116,"2.17","Stopped","79.11","No","69.15",5,7,16,5629,"E005","Error condition E005","2024-02-03","2024-07-02"
"LOG00000755","2024-09-05","11:05:21",2024,5,"MACH00056","Machine 56","MODEL-7777","Robot Arm","KUKA","FAC04","Factory 4","LINE006","Assembly Line 6","38.6","53.2","2.77","5.16",3255,"49.92","Running","69.75","Yes","89.87",14,15,4,3364,"None","No errors","2024-04-27","2024-07-07"
"LOG00000756","2024-04-11","00:31:00",2024,1,"MACH00057","Machine 57","MODEL-3457","Welder","Bosch","FAC05","Factory 5","LINE007","Assembly Line 7","43.9","33.1","6.47","47.55",3692,"16.08","Idle","62.07","Yes","75.75",11,10,7,4139,"E001","Error condition E001","2024-06-18","2024-05-12"
"LOG00000757","2024-06-08","02:00:49",2024,10,"MACH00058","Machine 58","MODEL-3309","Drill","Mitsubishi","FAC06","Factory 6","LINE008","Assembly Line 8","40.9","38","5.07","16.49",3159,"20.88","Maintenance","79.73","No","76",4,0,20,7237,"E002","Error condition E002","2024-03-04","2024-08-19"
"LOG00000758","2024-08-14","07:56:40",2024,2,"MACH00059","Machine 59","MODEL-7891","Lathe","Yaskawa","FAC07","Factory 7","LINE009","Assembly Line 9","53.3","39.7","8.56","36.6",6318,"30.77","Error","95","No","67.31",20,9,23,5305,"E003","Error condition E003","2024-04-12","2024-09-06"
"LOG00000759","2024-11-11","05:42:49",2024,4,"MACH00060","Machine 60","MODEL-9028","Compressor","Omron","FAC08","Factory 8","LINE010","Assembly Line 10","41.6","59.9","3.1","38.11",2783,"37.76","Stopped","73.35","No","97.71",18,13,6,8323,"E004","Error condition E004","2024-03-10","2024-12-13"
"LOG00000760","2024-08-26","01:13:22",2024,3,"MACH00061","Machine 61","MODEL-2317","CNC Machine","Siemens","FAC01","Factory 1","LINE011","Assembly Line 11","31.3","35.2","1.63","9.85",76,"21.99","Running","79.03","No","97.5",22,9,4,5299,"E005","Error condition E005","2024-07-26","2024-03-17"
"LOG00000761","2024-04-11","16:44:39",2024,8,"MACH00062","Machine 62","MODEL-7786","Hydraulic Press","ABB","FAC02","Factory 2","LINE012","Assembly Line 12","28.3","67.6","5.73","41.22",7488,"19.04","Idle","57.91","Yes","72.6",21,14,20,9985,"None","No errors","2024-08-01","2024-02-02"
"LOG00000762","2024-04-21","09:18:25",2024,4,"MACH00063","Machine 63","MODEL-2771","Conveyor","Fanuc","FAC03","Factory 3","LINE013","Assembly Line 13","27.4","38.2","1.08","14.72",9547,"27.48","Maintenance","84.55","No","80.46",23,20,7,326,"E001","Error condition E001","2024-12-21","2024-12-08"
"LOG00000763","2024-04-23","09:14:35",2024,12,"MACH00064","Machine 64","MODEL-6686","Robot Arm","KUKA","FAC04","Factory 4","LINE014","Assembly Line 14","20.4","38.1","3.49","49.64",9330,"36.83","Error","66.71","Yes","63.72",6,14,15,6813,"E002","Error condition E002","2024-03-09","2024-07-20"
"LOG00000764","2024-09-14","20:15:02",2024,9,"MACH00065","Machine 65","MODEL-7685","Welder","Bosch","FAC05","Factory 5","LINE015","Assembly Line 15","48.8","56.7","3.92","42.93",8809,"16.12","Stopped","81.48","No","62.68",6,24,1,961,"E003","Error condition E003","2024-11-24","2024-10-17"
"LOG00000765","2024-10-21","17:30:43",2024,4,"MACH00066","Machine 66","MODEL-1810","Drill","Mitsubishi","FAC06","Factory 6","LINE016","Assembly Line 16","58","44.7","1.26","47.72",5460,"14.22","Running","74.99","No","97.02",21,24,21,2712,"E004","Error condition E004","2024-04-22","2024-04-20"
"LOG00000766","2024-05-07","21:20:39",2024,10,"MACH00067","Machine 67","MODEL-8570","Lathe","Yaskawa","FAC07","Factory 7","LINE017","Assembly Line 17","27.4","62.9","1.68","44.68",4569,"34.1","Idle","80.52","No","92.86",7,20,23,3667,"E005","Error condition E005","2024-07-01","2024-09-24"
"LOG00000767","2024-09-11","21:57:15",2024,4,"MACH00068","Machine 68","MODEL-7111","Compressor","Omron","FAC08","Factory 8","LINE018","Assembly Line 18","20.3","60.3","4.78","44.47",5090,"49.15","Maintenance","55.96","Yes","87.91",8,22,15,421,"None","No errors","2024-11-27","2024-02-17"
"LOG00000768","2024-09-04","11:53:51",2024,10,"MACH00069","Machine 69","MODEL-5845","CNC Machine","Siemens","FAC01","Factory 1","LINE019","Assembly Line 19","58.5","45.2","4.72","9.72",837,"34.98","Error","92.23","No","74.52",20,16,10,8891,"E001","Error condition E001","2024-12-15","2024-02-01"
"LOG00000769","2024-05-26","03:44:16",2024,1,"MACH00070","Machine 70","MODEL-5477","Hydraulic Press","ABB","FAC02","Factory 2","LINE020","Assembly Line 20","61","37.9","5.17","41.19",8433,"37.56","Stopped","92.42","No","81.71",22,8,18,9715,"E002","Error condition E002","2024-04-09","2024-01-04"
"LOG00000770","2024-03-04","21:32:09",2024,10,"MACH00071","Machine 71","MODEL-6533","Conveyor","Fanuc","FAC03","Factory 3","LINE021","Assembly Line 21","71.3","40.4","2.79","35.98",5450,"39.1","Running","59.07","Yes","87.01",19,5,19,7140,"E003","Error condition E003","2024-09-22","2024-10-23"
"LOG00000771","2024-12-04","16:59:42",2024,12,"MACH00072","Machine 72","MODEL-2056","Robot Arm","KUKA","FAC04","Factory 4","LINE022","Assembly Line 22","57.9","53.5","4.8","23.8",5589,"26.88","Idle","60.9","Yes","91.22",3,24,4,1144,"E004","Error condition E004","2024-05-11","2024-12-06"
"LOG00000772","2024-05-08","18:47:14",2024,5,"MACH00073","Machine 73","MODEL-6357","Welder","Bosch","FAC05","Factory 5","LINE023","Assembly Line 23","79.5","60.1","10","27.32",5574,"1.68","Maintenance","99.26","No","88.24",7,1,3,7982,"E005","Error condition E005","2024-09-19","2024-12-21"
