"inspection_id","inspection_date","inspection_time","year","month","order_id","product_id","product_name","batch_number","inspector_id","inspector_name","inspectordepartment","department","factory_id","factory_name","assembly_line_id","assembly_line_name","quantity_inspected","quantity_defective","defect_rate","sample_size","defect_type","defect_code","defect_severity","defect_description","dimension1","dimension2","weight","visual_quality","functional_test","inspection_status","inspection_result","rework_required","approved","approvedby","notes","photopath"
"INSP00000610","2024-11-20","13:42",2024,12,"ORD00000492","PROD000011","Product 11","BATCH00610","INS0011","Inspector 11","Quality Control","QC Department","FAC03","Factory 3","LINE011","Assembly Line 11",1378,38,"2.76",214,"Discoloration","D003","Critical","Discoloration found in batch","68.46","37.96","11.25","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 2.76% defect rate","null"
"INSP00000611","2024-03-09","11:05",2024,1,"ORD00000687","PROD000012","Product 12","BATCH00611","INS0012","Inspector 12","Quality Control","QC Department","FAC04","Factory 4","LINE012","Assembly Line 12",7853,40,"0.51",3782,"Misalignment","D004","Major","Misalignment found in batch","69.75","43.74","36.69","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.51% defect rate","photo_INSP00000611.jpg"
"INSP00000612","2024-01-13","14:01",2024,1,"ORD00000518","PROD000013","Product 13","BATCH00612","INS0013","Inspector 13","Quality Control","QC Department","FAC05","Factory 5","LINE013","Assembly Line 13",6369,7,"0.11",4917,"Missing Part","D005","Minor","Missing Part found in batch","37.11","20.42","5.98","Good","Pass","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.11% defect rate","photo_INSP00000612.jpg"
"INSP00000613","2024-06-12","17:28",2024,7,"ORD00000187","PROD000014","Product 14","BATCH00613","INS0014","Inspector 14","Quality Control","QC Department","FAC06","Factory 6","LINE014","Assembly Line 14",8970,24,"0.27",3350,"Malfunction","D006","Cosmetic","Malfunction found in batch","58.7","25.59","34.15","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.27% defect rate","photo_INSP00000613.jpg"
"INSP00000614","2024-02-27","09:34",2024,2,"ORD00000622","PROD000015","Product 15","BATCH00614","INS0015","Inspector 15","Quality Control","QC Department","FAC07","Factory 7","LINE015","Assembly Line 15",1144,75,"6.56",1095,"Dimension Error","D007","None","Dimension Error found in batch","74.54","96.97","25.62","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 6.56% defect rate","null"
"INSP00000615","2024-10-05","12:32",2024,8,"ORD00000722","PROD000016","Product 16","BATCH00615","INS0016","Inspector 16","Quality Control","QC Department","FAC08","Factory 8","LINE016","Assembly Line 16",2626,78,"2.97",2453,"None","D000","Critical","None found in batch","78.97","77.66","46.5","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 2.97% defect rate","photo_INSP00000615.jpg"
"INSP00000616","2024-05-14","14:11",2024,8,"ORD00000243","PROD000017","Product 17","BATCH00616","INS0017","Inspector 17","Quality Control","QC Department","FAC01","Factory 1","LINE017","Assembly Line 17",9554,42,"0.44",886,"Crack","D001","Major","Crack found in batch","23.23","49.06","24.85","Poor","Fail","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.44% defect rate","null"
"INSP00000617","2024-10-22","10:25",2024,11,"ORD00000795","PROD000018","Product 18","BATCH00617","INS0018","Inspector 18","Quality Control","QC Department","FAC02","Factory 2","LINE018","Assembly Line 18",3606,92,"2.55",3270,"Dent","D002","Minor","Dent found in batch","92.98","20.79","26.4","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 2.55% defect rate","null"
"INSP00000618","2024-09-02","10:49",2024,2,"ORD00000249","PROD000019","Product 19","BATCH00618","INS0019","Inspector 19","Quality Control","QC Department","FAC03","Factory 3","LINE019","Assembly Line 19",7929,41,"0.52",6530,"Discoloration","D003","Cosmetic","Discoloration found in batch","51.58","65.22","10.76","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.52% defect rate","photo_INSP00000618.jpg"
"INSP00000619","2024-02-15","12:53",2024,5,"ORD00000334","PROD000020","Product 20","BATCH00619","INS0020","Inspector 20","Quality Control","QC Department","FAC04","Factory 4","LINE020","Assembly Line 20",5695,15,"0.26",2411,"Misalignment","D004","None","Misalignment found in batch","88.72","33.2","31.01","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.26% defect rate","null"
"INSP00000620","2024-07-07","11:55",2024,6,"ORD00000123","PROD000021","Product 21","BATCH00620","INS0021","Inspector 21","Quality Control","QC Department","FAC05","Factory 5","LINE021","Assembly Line 21",4003,99,"2.47",2916,"Missing Part","D005","Critical","Missing Part found in batch","52.32","76.9","1.61","Good","Pass","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 2.47% defect rate","photo_INSP00000620.jpg"
"INSP00000621","2024-08-26","09:28",2024,5,"ORD00000536","PROD000022","Product 22","BATCH00621","INS0022","Inspector 22","Quality Control","QC Department","FAC06","Factory 6","LINE022","Assembly Line 22",4595,72,"1.57",4066,"Malfunction","D006","Major","Malfunction found in batch","57.14","81.25","18.52","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 1.57% defect rate","photo_INSP00000621.jpg"
"INSP00000622","2024-12-23","14:23",2024,9,"ORD00000004","PROD000023","Product 23","BATCH00622","INS0023","Inspector 23","Quality Control","QC Department","FAC07","Factory 7","LINE023","Assembly Line 23",1372,89,"6.49",1326,"Dimension Error","D007","Minor","Dimension Error found in batch","83.29","97.97","21.37","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 6.49% defect rate","null"
"INSP00000623","2024-01-03","12:25",2024,10,"ORD00000574","PROD000024","Product 24","BATCH00623","INS0024","Inspector 24","Quality Control","QC Department","FAC08","Factory 8","LINE024","Assembly Line 24",2602,88,"3.38",1903,"None","D000","Cosmetic","None found in batch","46.68","82.58","22.26","Good","Pass","On Hold","Pending","No","No","null","Inspection completed - 3.38% defect rate","null"
"INSP00000624","2024-06-05","09:45",2024,9,"ORD00000645","PROD000025","Product 25","BATCH00624","INS0025","Inspector 25","Quality Control","QC Department","FAC01","Factory 1","LINE025","Assembly Line 25",4581,68,"1.48",1104,"Crack","D001","None","Crack found in batch","16.97","90.82","37.83","Good","Pass","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 1.48% defect rate","photo_INSP00000624.jpg"
"INSP00000625","2024-08-14","16:12",2024,10,"ORD00000141","PROD000026","Product 26","BATCH00625","INS0026","Inspector 26","Quality Control","QC Department","FAC02","Factory 2","LINE026","Assembly Line 26",1834,28,"1.53",482,"Dent","D002","Critical","Dent found in batch","24.38","85.83","7.91","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 1.53% defect rate","null"
"INSP00000626","2024-02-21","13:22",2024,1,"ORD00000948","PROD000027","Product 27","BATCH00626","INS0027","Inspector 27","Quality Control","QC Department","FAC03","Factory 3","LINE027","Assembly Line 27",4903,36,"0.73",4224,"Discoloration","D003","Major","Discoloration found in batch","77.08","62.4","21.1","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.73% defect rate","photo_INSP00000626.jpg"
"INSP00000627","2024-03-13","16:38",2024,4,"ORD00000014","PROD000028","Product 28","BATCH00627","INS0028","Inspector 28","Quality Control","QC Department","FAC04","Factory 4","LINE028","Assembly Line 28",728,8,"1.1",48,"Misalignment","D004","Minor","Misalignment found in batch","29.65","62.2","37.57","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.1% defect rate","null"
"INSP00000628","2024-01-26","11:10",2024,4,"ORD00000587","PROD000029","Product 29","BATCH00628","INS0029","Inspector 29","Quality Control","QC Department","FAC05","Factory 5","LINE029","Assembly Line 29",5624,18,"0.32",4985,"Missing Part","D005","Cosmetic","Missing Part found in batch","70.9","63.52","18.15","Good","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.32% defect rate","photo_INSP00000628.jpg"
"INSP00000629","2024-04-06","09:15",2024,5,"ORD00000910","PROD000030","Product 30","BATCH00629","INS0030","Inspector 30","Quality Control","QC Department","FAC06","Factory 6","LINE030","Assembly Line 30",1787,35,"1.96",1640,"Malfunction","D006","None","Malfunction found in batch","46.32","83.9","49.26","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 1.96% defect rate","null"
"INSP00000630","2024-07-03","09:21",2024,12,"ORD00000753","PROD000031","Product 31","BATCH00630","INS0031","Inspector 31","Quality Control","QC Department","FAC07","Factory 7","LINE001","Assembly Line 1",4460,24,"0.54",3736,"Dimension Error","D007","Critical","Dimension Error found in batch","74.05","47.73","49.99","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.54% defect rate","null"
"INSP00000631","2024-08-03","17:16",2024,1,"ORD00000970","PROD000032","Product 32","BATCH00631","INS0032","Inspector 32","Quality Control","QC Department","FAC08","Factory 8","LINE002","Assembly Line 2",3633,33,"0.91",3504,"None","D000","Major","None found in batch","86.57","52.42","22.76","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.91% defect rate","null"
"INSP00000632","2024-01-25","14:01",2024,10,"ORD00000408","PROD000033","Product 33","BATCH00632","INS0033","Inspector 33","Quality Control","QC Department","FAC01","Factory 1","LINE003","Assembly Line 3",4597,12,"0.26",4068,"Crack","D001","Minor","Crack found in batch","10.71","37.31","33.63","Good","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.26% defect rate","photo_INSP00000632.jpg"
"INSP00000633","2024-03-27","16:41",2024,7,"ORD00000939","PROD000034","Product 34","BATCH00633","INS0034","Inspector 34","Quality Control","QC Department","FAC02","Factory 2","LINE004","Assembly Line 4",5099,24,"0.47",1144,"Dent","D002","Cosmetic","Dent found in batch","76.57","16.98","26.25","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.47% defect rate","null"
"INSP00000634","2024-03-14","17:31",2024,2,"ORD00000705","PROD000035","Product 35","BATCH00634","INS0035","Inspector 35","Quality Control","QC Department","FAC03","Factory 3","LINE005","Assembly Line 5",8790,32,"0.36",4628,"Discoloration","D003","None","Discoloration found in batch","40.65","91.33","22.6","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.36% defect rate","photo_INSP00000634.jpg"
"INSP00000635","2024-01-09","09:59",2024,5,"ORD00000859","PROD000036","Product 36","BATCH00635","INS0036","Inspector 36","Quality Control","QC Department","FAC04","Factory 4","LINE006","Assembly Line 6",257,4,"1.56",63,"Misalignment","D004","Critical","Misalignment found in batch","52.51","81.8","33.5","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 1.56% defect rate","photo_INSP00000635.jpg"
"INSP00000636","2024-12-02","17:02",2024,2,"ORD00000600","PROD000037","Product 37","BATCH00636","INS0037","Inspector 37","Quality Control","QC Department","FAC05","Factory 5","LINE007","Assembly Line 7",7891,46,"0.58",3988,"Missing Part","D005","Major","Missing Part found in batch","64.49","73.76","1.75","Good","Pass","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.58% defect rate","photo_INSP00000636.jpg"
"INSP00000637","2024-08-27","10:17",2024,9,"ORD00000223","PROD000038","Product 38","BATCH00637","INS0038","Inspector 38","Quality Control","QC Department","FAC06","Factory 6","LINE008","Assembly Line 8",7646,7,"0.09",5407,"Malfunction","D006","Minor","Malfunction found in batch","27.04","79.41","13.98","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.09% defect rate","null"
"INSP00000638","2024-05-10","08:20",2024,2,"ORD00000783","PROD000039","Product 39","BATCH00638","INS0039","Inspector 39","Quality Control","QC Department","FAC07","Factory 7","LINE009","Assembly Line 9",1557,19,"1.22",655,"Dimension Error","D007","Cosmetic","Dimension Error found in batch","66.04","19.03","37.79","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.22% defect rate","null"
"INSP00000639","2024-12-10","15:52",2024,3,"ORD00000238","PROD000040","Product 40","BATCH00639","INS0040","Inspector 40","Quality Control","QC Department","FAC08","Factory 8","LINE010","Assembly Line 10",7294,10,"0.14",409,"None","D000","None","None found in batch","62.91","97.16","14.95","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.14% defect rate","null"
"INSP00000640","2024-10-14","11:21",2024,4,"ORD00000346","PROD000041","Product 41","BATCH00640","INS0041","Inspector 41","Quality Control","QC Department","FAC01","Factory 1","LINE011","Assembly Line 11",6071,88,"1.45",2875,"Crack","D001","Critical","Crack found in batch","86.66","60.4","8.07","Poor","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 1.45% defect rate","null"
"INSP00000641","2024-01-17","10:02",2024,11,"ORD00000372","PROD000042","Product 42","BATCH00641","INS0042","Inspector 42","Quality Control","QC Department","FAC02","Factory 2","LINE012","Assembly Line 12",7652,37,"0.48",6341,"Dent","D002","Major","Dent found in batch","48.68","96.6","43.47","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.48% defect rate","photo_INSP00000641.jpg"
"INSP00000642","2024-03-13","09:21",2024,7,"ORD00000669","PROD000043","Product 43","BATCH00642","INS0043","Inspector 43","Quality Control","QC Department","FAC03","Factory 3","LINE013","Assembly Line 13",4983,77,"1.55",4968,"Discoloration","D003","Minor","Discoloration found in batch","69.93","54.69","42.71","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 1.55% defect rate","photo_INSP00000642.jpg"
"INSP00000643","2024-10-20","10:17",2024,11,"ORD00000194","PROD000044","Product 44","BATCH00643","INS0044","Inspector 44","Quality Control","QC Department","FAC04","Factory 4","LINE014","Assembly Line 14",7982,22,"0.28",594,"Misalignment","D004","Cosmetic","Misalignment found in batch","79.72","57.79","41.36","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.28% defect rate","null"
"INSP00000644","2024-11-25","11:08",2024,1,"ORD00000439","PROD000045","Product 45","BATCH00644","INS0045","Inspector 45","Quality Control","QC Department","FAC05","Factory 5","LINE015","Assembly Line 15",4209,82,"1.95",718,"Missing Part","D005","None","Missing Part found in batch","60.03","19.45","2.53","Poor","Fail","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 1.95% defect rate","null"
"INSP00000645","2024-10-28","15:12",2024,3,"ORD00000164","PROD000046","Product 46","BATCH00645","INS0046","Inspector 46","Quality Control","QC Department","FAC06","Factory 6","LINE016","Assembly Line 16",3009,79,"2.63",526,"Malfunction","D006","Critical","Malfunction found in batch","43.64","65.29","49.19","Fair","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 2.63% defect rate","null"
"INSP00000646","2024-06-12","13:23",2024,3,"ORD00000573","PROD000047","Product 47","BATCH00646","INS0047","Inspector 47","Quality Control","QC Department","FAC07","Factory 7","LINE017","Assembly Line 17",1587,93,"5.86",572,"Dimension Error","D007","Major","Dimension Error found in batch","85.83","54.13","31.31","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 5.86% defect rate","photo_INSP00000646.jpg"
"INSP00000647","2024-02-27","16:12",2024,1,"ORD00000132","PROD000048","Product 48","BATCH00647","INS0048","Inspector 48","Quality Control","QC Department","FAC08","Factory 8","LINE018","Assembly Line 18",1219,2,"0.16",1113,"None","D000","Minor","None found in batch","83.16","55.21","33.02","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.16% defect rate","null"
